gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_003349,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003351,,fungal-specific transcription factor domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003352,FGSG_13690,hypothetical protein FGSG_13690 [Fusarium graminearum PH-1],False
FGRAM000v1_003353,,type I 3-dehydroquinase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_13373,FGSG_13691,hypothetical protein FGSG_13691 [Fusarium graminearum PH-1],False
FGRAM000v1_003354,,NASP-related protein sim3 [Fusarium culmorum],False
FGRAM000v1_003355,,"U3 small nucleolar ribonucleoprotein complex, subunit Mpp10 [Fusarium flagelliforme]",False
FGRAM000v1_003356,FGSG_13692,hypothetical protein FGSG_13692 [Fusarium graminearum PH-1],False
FGRAM000v1_003357,,AP-1 complex subunit sigma-1 [Fusarium verticillioides 7600],False
FGRAM000v1_003358,,MAF1-like protein [Fusarium subglutinans],False
FGRAM000v1_003359,,glutamate-cysteine ligase regulatory subunit [Fusarium langsethiae],False
FGRAM000v1_003360,,Serine/threonine-protein kinase BUD32 [Fusarium flagelliforme],False
FGRAM000v1_003361,FGSG_10038,hypothetical protein FGSG_10038 [Fusarium graminearum PH-1],False
FGRAM000v1_003362,,AhpD-like protein [Fusarium venenatum],False
FGRAM000v1_003363,,FACT complex subunit SPT16 [Fusarium flagelliforme],False
FGRAM000v1_003364,,ligand-effect modulator 3 family [Fusarium flagelliforme],False
FGRAM000v1_003365,,tRNA-Ser,False
FGRAM000v1_003366,,Histidine kinase osmosensor [Fusarium irregulare],False
FGRAM000v1_003367,,Protein fluG [Fusarium culmorum],False
FGRAM000v1_003368,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003369,,Ff.00g071750.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_003370,FGSG_10045,hypothetical protein FGSG_10045 [Fusarium graminearum PH-1],False
FGRAM000v1_003371,,hypothetical protein FPSE5266_00511 [Fusarium pseudograminearum],False
FGRAM000v1_003372,,hypothetical protein HG531_007992 [Fusarium graminearum],False
FGRAM000v1_003373,,BAR domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003374,,cysteine desulfurase [Fusarium graminearum PH-1],False
FGRAM000v1_003375,,mismatched base pair and cruciform dna recognition protein [Fusarium langsethiae],False
FGRAM000v1_003376,,period circadian [Fusarium sporotrichioides],False
FGRAM000v1_003377,,integral membrane protein [Fusarium langsethiae],False
FGRAM000v1_003378,,autophagy protein 5 [Fusarium poae],False
FGRAM000v1_003379,,WD40-repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_003380,,membrane protein [Fusarium langsethiae],False
FGRAM000v1_003381,FGSG_10056,hypothetical protein FGSG_10056 [Fusarium graminearum PH-1],False
FGRAM000v1_003382,,Activator of stress genes 1 [Fusarium oxysporum f. sp. rapae],False
FGRAM000v1_003383,,putative helicase [Fusarium culmorum],False
FGRAM000v1_003384,,related to SKI2-antiviral protein and putative helicase [Fusarium fujikuroi],False
FGRAM000v1_003385,,putative helicase [Fusarium culmorum],False
FGRAM000v1_003386,,P-loop containing nucleoside triphosphate hydrolase protein [Fusarium venenatum],False
FGRAM000v1_003387,,putative helicase [Fusarium culmorum],False
FGRAM000v1_003388,,WD40-repeat-containing domain protein [Fusarium solani],False
FGRAM000v1_003389,,ingression fic1 [Fusarium sporotrichioides],False
FGRAM000v1_003390,,yebR protein [Fusarium graminearum PH-1],False
FGRAM000v1_003391,,letm1 [Fusarium sporotrichioides],False
FGRAM000v1_003392,,SCP2 sterol-binding domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003393,,2-nitropropane dioxygenase [Fusarium flagelliforme],False
FGRAM000v1_003394,,CK1/CK1/CK1-G protein kinase [Fusarium oxysporum f. sp. lycopersici 4287],False
FGRAM000v1_003395,,"related to p24 protein, involved in membrane trafficking [Fusarium fujikuroi]",False
FGRAM000v1_003396,,SWR1-complex protein 4 [Fusarium graminearum PH-1],False
FGRAM000v1_003397,FGSG_13698,hypothetical protein FGSG_13698 [Fusarium graminearum PH-1],False
FGRAM000v1_003398,,acetyltransferase (nodulation nodL) [Fusarium tjaetaba],False
FGRAM000v1_003399,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003400,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003402,,zinc knuckle-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003401,,cwf18 pre-mRNA splicing factor-domain-containing protein [Fusarium redolens],False
FGRAM000v1_003403,,r3h protein 1 [Fusarium langsethiae],False
FGRAM000v1_003404,,JAB1/Mov34/MPN/PAD-1 ubiquitin protease-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003405,,rRNA-binding ribosome biosynthesis protein utp25 [Fusarium poae],False
FGRAM000v1_003406,,50S ribosomal protein L17 [Fusarium graminearum PH-1],False
FGRAM000v1_003407,FGSG_10078,hypothetical protein FGSG_10078 [Fusarium graminearum PH-1],False
FGRAM000v1_003408,,delta-aminolevulinic acid dehydratase [Fusarium graminearum PH-1],False
FGRAM000v1_003409,,acyltransferase family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003410,,amidohydrolase family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003411,FGSG_10083,hypothetical protein FGSG_10083 [Fusarium graminearum PH-1],False
FGRAM000v1_003412,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003413,,integral membrane protein [Fusarium tjaetaba],False
FGRAM000v1_003414,,related to signal peptide protein [Fusarium fujikuroi],False
FGRAM000v1_003415,,ATP-dependent RNA helicase DBP5 [Fusarium flagelliforme],False
FGRAM000v1_003416,,hypothetical protein HG531_007943 [Fusarium graminearum],False
FGRAM000v1_003417,,cell wall protein Ecm33 [Fusarium irregulare],False
FGRAM000v1_003418,,3-methyladenine DNA glycosylase [Fusarium falciforme],False
FGRAM000v1_003419,,mannan polymerase II complex ANP1 subunit [Fusarium verticillioides 7600],False
FGRAM000v1_003420,,Snf7-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003421,,major facilitator superfamily transporter [Fusarium sporotrichioides],False
FGRAM000v1_003422,FGSG_13703,hypothetical protein FGSG_13703 [Fusarium graminearum PH-1],False
FGRAM000v1_003423,,cmgc dyrk dyrk2 protein kinase [Fusarium langsethiae],False
FGRAM000v1_003424,,Peroxisome size and maintenance regulator [Fusarium irregulare],False
FGRAM000v1_003425,,geranylgeranyl pyrophosphate synthetase [Fusarium graminearum PH-1],False
FGRAM000v1_003426,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003427,,HAD-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003428,,cell division control protein 14 [Fusarium fujikuroi],False
FGRAM000v1_003429,FGSG_10101,hypothetical protein FGSG_10101 [Fusarium graminearum PH-1],False
FGRAM000v1_003430,,Asparaginase/glutaminase [Fusarium flagelliforme],False
FGRAM000v1_003431,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003432,,"extracellular alpha-1,4-glucan glucosidase [Fusarium sp. NRRL 25303]",False
FGRAM000v1_003433,,Ran-binding protein 10 [Fusarium culmorum],False
FGRAM000v1_003434,,mitochondrial outer membrane (Sam35) [Fusarium tjaetaba],False
FGRAM000v1_003435,,thiol methyltransferase [Fusarium langsethiae],False
FGRAM000v1_003436,,---NA---,False
FGRAM000v1_003437,FGSG_10108,hypothetical protein FGSG_10108 [Fusarium graminearum PH-1],False
FGRAM000v1_003438,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003439,,OTU protein [Fusarium irregulare],False
FGRAM000v1_003440,,anucleate primary sterigmata protein a [Fusarium langsethiae],False
FGRAM000v1_003441,,hypothetical protein FPOAC1_003196 [Fusarium poae],False
FGRAM000v1_003442,,HAD-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003443,,Ras-2 protein [Fusarium graminearum PH-1],False
FGRAM000v1_003444,,overproduction-induced pheromone-resistant [Fusarium irregulare],False
FGRAM000v1_003445,,chitin synthase 1 [Fusarium graminearum PH-1],False
FGRAM000v1_003446,,NEDD8-conjugating enzyme Ubc12 [Fusarium graminearum PH-1],False
FGRAM000v1_003447,,ketol-acid reductoisomerase [Fusarium graminearum PH-1],False
FGRAM000v1_003448,,tryptophan synthase beta subunit-like PLP-dependent enzyme [Fusarium flagelliforme],False
FGRAM000v1_003449,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003450,,tRNA-Gln,False
FGRAM000v1_003451,,gamma-glutamyl phosphate reductase [Fusarium graminearum PH-1],False
FGRAM000v1_003452,,Replication factor A protein 1 [Fusarium irregulare],False
FGRAM000v1_003453,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_003454,,NADPH2:quinone reductase [Fusarium subglutinans],False
FGRAM000v1_003455,,clock-controlled protein 6 [Fusarium poae],False
FGRAM000v1_003456,,"Acyl-CoA synthetase short-chain family member 3, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003457,,dna repair protein rev1 [Fusarium langsethiae],False
FGRAM000v1_003458,,RecName: Full=Cell pattern formation-associated protein StuA,False
FGRAM000v1_003459,,central kinetochore-associated-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003460,,L-rhamnono-gamma-lactonase [Fusarium irregulare],False
FGRAM000v1_003461,,GTP-binding [Fusarium sporotrichioides],False
FGRAM000v1_003462,,hypothetical protein NXS19_003826 [Fusarium pseudograminearum],False
FGRAM000v1_003463,FGSG_10134,hypothetical protein FGSG_10134 [Fusarium graminearum PH-1],False
FGRAM000v1_003464,,beta- -endoglucanase [Fusarium langsethiae],False
FGRAM000v1_003465,FGSG_10136,hypothetical protein FGSG_10136 [Fusarium graminearum PH-1],False
FGRAM000v1_003466,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003467,,u1 small nuclear ribonucleoprotein c [Fusarium langsethiae],False
FGRAM000v1_003468,,endoplasmic reticulum vesicle protein 25 precursor [Fusarium graminearum PH-1],False
FGRAM000v1_003469,,tryptophanyl-tRNA synthetase [Fusarium graminearum PH-1],False
FGRAM000v1_003470,,Flavinator of succinate dehydrogenase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003471,,Mis12-Mtw1 protein family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003472,,bZIP transcription factor [Fusarium redolens],False
FGRAM000v1_003473,,Cellular nucleic acid-binding protein [Fusarium culmorum],False
FGRAM000v1_003474,,electron carrier [Fusarium poae],False
FGRAM000v1_003475,,Cell death protease [Fusarium poae],False
FGRAM000v1_003476,,SAM-dependent RNA methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003477,,Methionyl-tRNA formyltransferase [Fusarium irregulare],False
FGRAM000v1_003478,,mediator of RNA polymerase II transcription subunit 1-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003479,,pal1 [Fusarium langsethiae],False
FGRAM000v1_003480,,actin cortical patch SUR7/pH-response regulator pali [Fusarium flagelliforme],False
FGRAM000v1_003481,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003482,,cyclin-dependent kinase inhibitor 1c [Fusarium longipes],False
FGRAM000v1_003483,,ORMDL family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003484,,protein air2 [Fusarium sporotrichioides],False
FGRAM000v1_003485,FGSG_10154,hypothetical protein FGSG_10154 [Fusarium graminearum PH-1],False
FGRAM000v1_003486,,thioredoxin-like protein [Fusarium flagelliforme],False
FGRAM000v1_003487,,Nucleolar protein 13 [Fusarium culmorum],False
FGRAM000v1_003488,,Tethering factor for nuclear proteasome sts1 [Fusarium poae],False
FGRAM000v1_003489,,DNA repair protein rad52 [Fusarium irregulare],False
FGRAM000v1_003490,,tpr repeat-containing protein p27g11.02 [Fusarium sporotrichioides],False
FGRAM000v1_003491,,cytochrome b5-like heme/steroid binding domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003492,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003493,,c2h2 finger protein [Fusarium sporotrichioides],False
FGRAM000v1_003494,FGSG_10163,hypothetical protein FGSG_10163 [Fusarium graminearum PH-1],False
FGRAM000v1_003495,,tryptophan RNA-binding attenuator protein-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003496,,hypothetical protein FG05_10165 [Fusarium graminearum],False
FGRAM000v1_003497,,RecName: Full=Developmental regulatory protein wetA [Fusarium graminearum PH-1],False
FGRAM000v1_003498,,Flavin carrier protein 2 [Fusarium culmorum],False
FGRAM000v1_003499,FGSG_10168,hypothetical protein FGSG_10168 [Fusarium graminearum PH-1],False
FGRAM000v1_003500,,PLC-like phosphodiesterase [Fusarium flagelliforme],False
FGRAM000v1_003501,,PLC-like phosphodiesterase [Fusarium oxysporum],False
FGRAM000v1_003502,,SUR7/PalI family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003503,,cop9 signalosome complex subunit 3 [Fusarium flagelliforme],False
FGRAM000v1_003504,,COP9 signalosome complex subunit 3 [Fusarium culmorum],False
FGRAM000v1_003505,,Chromatin remodeling factor mit1 [Fusarium culmorum],False
FGRAM000v1_003506,,Chromatin remodeling factor mit1 [Fusarium culmorum],False
FGRAM000v1_003507,,"rRNA methyltransferase 1, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003508,,gpi anchored [Fusarium sporotrichioides],False
FGRAM000v1_003509,,Mss4-like protein [Fusarium redolens],False
FGRAM000v1_003510,,cyclopropane-fatty-acyl-phospholipid synthase [Fusarium sporotrichioides],False
FGRAM000v1_003511,,multiprotein-bridging factor 1 [Fusarium graminearum PH-1],False
FGRAM000v1_003512,,coatomer epsilon subunit-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003513,,40s ribosomal protein L44e [Fusarium musae],False
FGRAM000v1_003514,,Ureidoglycolate lyase [Fusarium culmorum],False
FGRAM000v1_003515,,ureidoglycolate hydrolase [Fusarium sporotrichioides],False
FGRAM000v1_003516,,cellobiose dehydrogenase [Fusarium sporotrichioides],False
FGRAM000v1_003517,,tRNA-Gly,False
FGRAM000v1_003518,,PLC-like phosphodiesterase [Fusarium flagelliforme],False
FGRAM000v1_003519,,membrane associated [Fusarium langsethiae],False
FGRAM000v1_003520,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003521,,transcriptional Coactivator p15-domain-containing protein [Fusarium oxysporum],False
FGRAM000v1_003522,,px domain-containing [Fusarium sporotrichioides],False
FGRAM000v1_003523,,Up-regulated during septation-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_003524,,peptidase family M1-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003525,,hypothetical protein HG531_007825 [Fusarium graminearum],False
FGRAM000v1_003526,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003527,,Kinesin-like protein unc-104 [Fusarium culmorum],False
FGRAM000v1_003528,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_003529,,RmlC-like cupin domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003530,,Mitochondrial metalloendopeptidase OMA1 [Fusarium culmorum],False
FGRAM000v1_003531,,Cytochrome b5 heme-binding domain-containing protein [Fusarium keratoplasticum],False
FGRAM000v1_003532,,pyridoxal phosphate-dependent transferase [Fusarium flagelliforme],False
FGRAM000v1_003533,,putative inactive serine/threonine-protein kinase scy1 [Fusarium culmorum],False
FGRAM000v1_003534,,armadillo-type protein [Fusarium flagelliforme],False
FGRAM000v1_003535,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_003536,,aconitate hydratase [Fusarium graminearum PH-1],False
FGRAM000v1_003537,,Nucleoporin NUP85 [Fusarium culmorum],False
FGRAM000v1_003538,,S-(hydroxymethyl)glutathione dehydrogenase [Fusarium graminearum PH-1],False
FGRAM000v1_003539,,DNA glycosylase [Fusarium flagelliforme],False
FGRAM000v1_003540,,an1-type zinc finger protein [Fusarium langsethiae],False
FGRAM000v1_003541,,tRNA-His,False
FGRAM000v1_003542,,5-oxoprolinase [Fusarium graminearum PH-1],False
FGRAM000v1_003543,FGSG_10204,hypothetical protein FGSG_10204 [Fusarium graminearum PH-1],False
FGRAM000v1_003544,,adenosine deaminase [Fusarium subglutinans],False
FGRAM000v1_003545,FGSG_10206,hypothetical protein FGSG_10206 [Fusarium graminearum PH-1],False
FGRAM000v1_003546,,Acyl-CoA dehydrogenase family member 11 [Fusarium culmorum],False
FGRAM000v1_003548,FGSG_10208,hypothetical protein FGSG_10208 [Fusarium graminearum PH-1],False
FGRAM000v1_003549,,capsule polysaccharide biosynthesis [Fusarium sporotrichioides],False
FGRAM000v1_003550,,tRNA-Ala,False
FGRAM000v1_003551,,"putative 4-hydroxy-2-oxoglutarate aldolase, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003552,,homoserine kinase [Fusarium verticillioides 7600],False
FGRAM000v1_003553,,snodprot-FG [Fusarium graminearum],False
FGRAM000v1_003554,FGSG_10213,hypothetical protein FGSG_10213 [Fusarium graminearum PH-1],False
FGRAM000v1_003555,,hypothetical protein FG05_10214 [Fusarium graminearum],False
FGRAM000v1_003556,,NADP-dependent oxidoreductase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_003557,,potassium channel beta subunit [Fusarium subglutinans],False
FGRAM000v1_003558,,"Complex I intermediate-associated protein 84, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_003559,,ribosomal protein S18 [Fusarium flagelliforme],False
FGRAM000v1_003560,,U3 small nucleolar ribonucleoprotein IMP3 [Fusarium graminearum PH-1],False
