gene_id,chrom,start,end,strand,biotype,product
FGSG_01654,NC_026474.1,5503843,5505408,+,protein_coding,uncharacterized protein
FGSG_01655,NC_026474.1,5505562,5506130,-,protein_coding,uncharacterized protein
FGSG_01656,NC_026474.1,5506632,5509965,+,protein_coding,ATP-dependent RNA helicase DOB1
FGSG_01657,NC_026474.1,5510396,5511229,-,protein_coding,uncharacterized protein
FGSG_01658,NC_026474.1,5511876,5514247,+,protein_coding,uncharacterized protein
FGSG_01659,NC_026474.1,5514467,5515454,+,protein_coding,uncharacterized protein
FGSG_01660,NC_026474.1,5515705,5516700,-,protein_coding,uncharacterized protein
FGSG_01661,NC_026474.1,5517712,5518957,-,protein_coding,uncharacterized protein
FGSG_01662,NC_026474.1,5520378,5522348,+,protein_coding,uncharacterized protein
FGSG_01663,NC_026474.1,5522653,5523147,-,protein_coding,uncharacterized protein
FGSG_01664,NC_026474.1,5525930,5527471,-,protein_coding,uncharacterized protein
FGSG_20535,NC_026474.1,5527727,5527798,+,tRNA,tRNA-Asp
FGSG_01665,NC_026474.1,5528206,5530786,-,protein_coding,striatin Pro11
FGSG_01666,NC_026474.1,5531542,5532787,-,protein_coding,uncharacterized protein
FGSG_01667,NC_026474.1,5533077,5534100,-,protein_coding,uncharacterized protein
FGSG_01668,NC_026474.1,5534687,5535999,+,protein_coding,uncharacterized protein
FGSG_01669,NC_026474.1,5538067,5538824,+,protein_coding,uncharacterized protein
FGSG_01670,NC_026474.1,5539688,5540266,+,protein_coding,uncharacterized protein
FGSG_01671,NC_026474.1,5541552,5542568,-,protein_coding,uncharacterized protein
FGSG_11983,NC_026474.1,5546061,5546550,-,protein_coding,uncharacterized protein
FGSG_01672,NC_026474.1,5548138,5550062,+,protein_coding,pyrimidine precursor biosynthesis enzyme THI12
FGSG_01673,NC_026474.1,5550233,5551292,-,protein_coding,uncharacterized protein
FGSG_01674,NC_026474.1,5553117,5554164,+,protein_coding,uncharacterized protein
FGSG_01675,NC_026474.1,5554510,5556397,-,protein_coding,dicarboxylic amino acid permease
FGSG_01676,NC_026474.1,5559414,5559929,-,protein_coding,uncharacterized protein
FGSG_01677,NC_026474.1,5561374,5562971,+,protein_coding,uncharacterized protein
FGSG_01678,NC_026474.1,5563367,5564449,-,protein_coding,uncharacterized protein
FGSG_01679,NC_026474.1,5565089,5566934,+,protein_coding,uncharacterized protein
FGSG_01680,NC_026474.1,5567324,5572327,-,protein_coding,uncharacterized protein
FGSG_01681,NC_026474.1,5573032,5575221,+,protein_coding,uncharacterized protein
FGSG_11984,NC_026474.1,5575312,5576616,-,protein_coding,uncharacterized protein
FGSG_11985,NC_026474.1,5577288,5578002,-,protein_coding,uncharacterized protein
FGSG_11986,NC_026474.1,5578764,5580358,-,protein_coding,uncharacterized protein
FGSG_11987,NC_026474.1,5581253,5583137,-,protein_coding,uncharacterized protein
FGSG_11988,NC_026474.1,5584028,5588101,+,protein_coding,uncharacterized protein
FGSG_11989,NC_026474.1,5589555,5593287,+,protein_coding,uncharacterized protein
FGSG_01685,NC_026474.1,5593571,5595436,-,protein_coding,uncharacterized protein
FGSG_01686,NC_026474.1,5597726,5598862,-,protein_coding,uncharacterized protein
FGSG_01687,NC_026474.1,5599940,5600860,+,protein_coding,uncharacterized protein
FGSG_01688,NC_026474.1,5600868,5601834,-,protein_coding,uncharacterized protein
FGSG_01689,NC_026474.1,5602913,5603402,+,protein_coding,uncharacterized protein
FGSG_01690,NC_026474.1,5603925,5609251,-,protein_coding,uncharacterized protein
FGSG_01691,NC_026474.1,5613742,5615772,+,protein_coding,uncharacterized protein
FGSG_01692,NC_026474.1,5616321,5616907,-,protein_coding,uncharacterized protein
FGSG_01693,NC_026474.1,5617239,5621468,-,protein_coding,uncharacterized protein
FGSG_01694,NC_026474.1,5622702,5623523,-,protein_coding,uncharacterized protein
FGSG_01695,NC_026474.1,5624674,5625559,-,protein_coding,uncharacterized protein
FGSG_01696,NC_026474.1,5625833,5626357,-,protein_coding,uncharacterized protein
FGSG_11990,NC_026474.1,5627058,5628238,+,protein_coding,uncharacterized protein
FGSG_11991,NC_026474.1,5629112,5630397,+,protein_coding,uncharacterized protein
FGSG_01698,NC_026474.1,5630325,5632151,-,protein_coding,uncharacterized protein
FGSG_01699,NC_026474.1,5632587,5634902,-,protein_coding,double-strand break repair protein mus-23
FGSG_01700,NC_026474.1,5636540,5638110,+,protein_coding,uncharacterized protein
FGSG_01701,NC_026474.1,5638152,5639213,-,protein_coding,uncharacterized protein
FGSG_01702,NC_026474.1,5639895,5641829,+,protein_coding,uncharacterized protein
FGSG_01703,NC_026474.1,5642092,5644851,+,protein_coding,pH-response regulator protein palA/rim-20
FGSG_11992,NC_026474.1,5645074,5646075,-,protein_coding,uncharacterized protein
FGSG_11993,NC_026474.1,5646772,5647569,-,protein_coding,uncharacterized protein
FGSG_01705,NC_026474.1,5648823,5650761,+,protein_coding,uncharacterized protein
FGSG_01706,NC_026474.1,5651909,5652462,-,protein_coding,uncharacterized protein
FGSG_20536,NC_026474.1,5653617,5653690,-,tRNA,tRNA-Val
FGSG_01707,NC_026474.1,5654102,5655412,-,protein_coding,uncharacterized protein
FGSG_01708,NC_026474.1,5656617,5658004,-,protein_coding,uncharacterized protein
FGSG_11994,NC_026474.1,5658068,5659249,+,protein_coding,uncharacterized protein
FGSG_11995,NC_026474.1,5659711,5661609,+,protein_coding,uncharacterized protein
FGSG_01710,NC_026474.1,5661823,5663754,+,protein_coding,uncharacterized protein
FGSG_01711,NC_026474.1,5664157,5666029,+,protein_coding,uncharacterized protein
FGSG_01712,NC_026474.1,5666407,5667999,-,protein_coding,uncharacterized protein
FGSG_01713,NC_026474.1,5668686,5670296,-,protein_coding,uncharacterized protein
FGSG_01714,NC_026474.1,5671561,5672112,+,protein_coding,uncharacterized protein
FGSG_11996,NC_026474.1,5673870,5675257,+,protein_coding,uncharacterized protein
FGSG_11997,NC_026474.1,5675519,5676000,+,protein_coding,uncharacterized protein
FGSG_01717,NC_026474.1,5680339,5682353,+,protein_coding,uncharacterized protein
FGSG_01718,NC_026474.1,5682496,5683345,-,protein_coding,uncharacterized protein
FGSG_01719,NC_026474.1,5684329,5685000,-,protein_coding,uncharacterized protein
FGSG_11998,NC_026474.1,5685800,5689382,-,protein_coding,uncharacterized protein
FGSG_11999,NC_026474.1,5689884,5691750,-,protein_coding,uncharacterized protein
FGSG_12000,NC_026474.1,5691983,5692321,+,protein_coding,uncharacterized protein
FGSG_01722,NC_026474.1,5693050,5694649,-,protein_coding,uncharacterized protein
FGSG_01723,NC_026474.1,5695327,5695982,+,protein_coding,uncharacterized protein
FGSG_01724,NC_026474.1,5697147,5699222,+,protein_coding,uncharacterized protein
FGSG_01725,NC_026474.1,5699687,5703196,-,protein_coding,uncharacterized protein
FGSG_01726,NC_026474.1,5703969,5705126,-,protein_coding,uncharacterized protein
FGSG_01727,NC_026474.1,5706320,5707767,-,protein_coding,uncharacterized protein
FGSG_01728,NC_026474.1,5709162,5710136,-,protein_coding,uncharacterized protein
FGSG_01729,NC_026474.1,5711483,5712493,+,protein_coding,uncharacterized protein
FGSG_01730,NC_026474.1,5712798,5714042,-,protein_coding,D-amino-acid oxidase
FGSG_01731,NC_026474.1,5714554,5716662,-,protein_coding,uncharacterized protein
FGSG_12001,NC_026474.1,5717447,5718044,+,protein_coding,uncharacterized protein
FGSG_12002,NC_026474.1,5718487,5720900,-,protein_coding,uncharacterized protein
FGSG_12003,NC_026474.1,5721682,5723755,-,protein_coding,uncharacterized protein
FGSG_01733,NC_026474.1,5725121,5728597,+,protein_coding,uncharacterized protein
FGSG_01734,NC_026474.1,5729933,5731667,+,protein_coding,uncharacterized protein
FGSG_01735,NC_026474.1,5732143,5735227,+,protein_coding,uncharacterized protein
FGSG_01736,NC_026474.1,5737627,5738412,-,protein_coding,uncharacterized protein
FGSG_01737,NC_026474.1,5742065,5743377,-,protein_coding,uncharacterized protein
FGSG_01738,NC_026474.1,5745245,5747915,+,protein_coding,uncharacterized protein
FGSG_01739,NC_026474.1,5749797,5751823,+,protein_coding,uncharacterized protein
FGSG_01740,NC_026474.1,5752431,5754073,-,protein_coding,uncharacterized protein
FGSG_01741,NC_026474.1,5755403,5757452,-,protein_coding,uncharacterized protein
FGSG_01742,NC_026474.1,5758009,5759050,+,protein_coding,uncharacterized protein
FGSG_01743,NC_026474.1,5759349,5761681,-,protein_coding,acetyl-coenzyme A synthetase
FGSG_01744,NC_026474.1,5763031,5764542,-,protein_coding,uncharacterized protein
FGSG_01745,NC_026474.1,5767537,5769265,+,protein_coding,uncharacterized protein
FGSG_01746,NC_026474.1,5769251,5769948,-,protein_coding,uncharacterized protein
FGSG_01747,NC_026474.1,5770578,5771603,-,protein_coding,uncharacterized protein
FGSG_01748,NC_026474.1,5772343,5773841,-,protein_coding,uncharacterized protein
FGSG_01749,NC_026474.1,5775074,5776478,+,protein_coding,uncharacterized protein
FGSG_12004,NC_026474.1,5778439,5779742,+,protein_coding,uncharacterized protein
FGSG_12005,NC_026474.1,5780088,5780831,+,protein_coding,uncharacterized protein
FGSG_01751,NC_026474.1,5780993,5782708,-,protein_coding,uncharacterized protein
FGSG_01752,NC_026474.1,5783894,5784643,+,protein_coding,uncharacterized protein
FGSG_12006,NC_026474.1,5785720,5788857,+,protein_coding,uncharacterized protein
FGSG_01754,NC_026474.1,5789130,5789822,-,protein_coding,uncharacterized protein
FGSG_01755,NC_026474.1,5790729,5791415,-,protein_coding,uncharacterized protein
FGSG_01756,NC_026474.1,5792045,5792425,-,protein_coding,uncharacterized protein
FGSG_01757,NC_026474.1,5792931,5793736,-,protein_coding,nodulation protein L
FGSG_01758,NC_026474.1,5795404,5797105,-,protein_coding,uncharacterized protein
FGSG_01759,NC_026474.1,5798189,5799817,+,protein_coding,aldehyde dehydrogenase
FGSG_01760,NC_026474.1,5800076,5801731,-,protein_coding,uncharacterized protein
FGSG_01761,NC_026474.1,5802759,5804374,+,protein_coding,peroxisomal copper amine oxidase
FGSG_01762,NC_026474.1,5805164,5807242,+,protein_coding,uncharacterized protein
FGSG_12008,NC_026474.1,5807309,5808797,-,protein_coding,uncharacterized protein
FGSG_01763,NC_026474.1,5809643,5810468,-,protein_coding,uncharacterized protein
FGSG_01764,NC_026474.1,5812311,5812938,+,protein_coding,uncharacterized protein
FGSG_01765,NC_026474.1,5815553,5816986,-,protein_coding,uncharacterized protein
FGSG_01766,NC_026474.1,5817533,5818567,-,protein_coding,uncharacterized protein
FGSG_01767,NC_026474.1,5819241,5821146,-,protein_coding,uncharacterized protein
FGSG_12009,NC_026474.1,5822139,5823925,-,protein_coding,uncharacterized protein
FGSG_12010,NC_026474.1,5829455,5829847,-,protein_coding,uncharacterized protein
FGSG_01768,NC_026474.1,5831567,5832355,-,protein_coding,uncharacterized protein
FGSG_01769,NC_026474.1,5834497,5835344,-,protein_coding,uncharacterized protein
FGSG_01770,NC_026474.1,5837023,5837970,-,protein_coding,uncharacterized protein
FGSG_01771,NC_026474.1,5838747,5839469,+,protein_coding,uncharacterized protein
FGSG_01772,NC_026474.1,5839640,5840635,-,protein_coding,uncharacterized protein
FGSG_01773,NC_026474.1,5841041,5842275,+,protein_coding,uncharacterized protein
FGSG_12011,NC_026474.1,5844846,5845398,+,protein_coding,uncharacterized protein
FGSG_12012,NC_026474.1,5845470,5847605,+,protein_coding,uncharacterized protein
FGSG_01775,NC_026474.1,5850285,5851029,+,protein_coding,uncharacterized protein
FGSG_01776,NC_026474.1,5851984,5852712,+,protein_coding,uncharacterized protein
FGSG_01777,NC_026474.1,5853309,5854136,+,protein_coding,uncharacterized protein
FGSG_01778,NC_026474.1,5854595,5855583,-,protein_coding,uncharacterized protein
FGSG_01779,NC_026474.1,5856810,5858019,-,protein_coding,uncharacterized protein
FGSG_01780,NC_026474.1,5858624,5860061,-,protein_coding,uncharacterized protein
FGSG_01781,NC_026474.1,5861439,5863730,+,protein_coding,uncharacterized protein
FGSG_01782,NC_026474.1,5863838,5864374,-,protein_coding,uncharacterized protein
FGSG_01783,NC_026474.1,5864850,5865959,-,protein_coding,uncharacterized protein
FGSG_01784,NC_026474.1,5866656,5867825,+,protein_coding,uncharacterized protein
FGSG_01785,NC_026474.1,5868442,5869805,+,protein_coding,uncharacterized protein
FGSG_01786,NC_026474.1,5870489,5872393,+,protein_coding,uncharacterized protein
FGSG_01787,NC_026474.1,5872719,5873522,-,protein_coding,uncharacterized protein
FGSG_01788,NC_026474.1,5875234,5876310,+,protein_coding,uncharacterized protein
FGSG_01789,NC_026474.1,5877924,5880194,+,protein_coding,uncharacterized protein
FGSG_01790,NC_026474.1,5880760,5888403,+,protein_coding,uncharacterized protein
FGSG_01791,NC_026474.1,5888888,5890280,+,protein_coding,uncharacterized protein
FGSG_01792,NC_026474.1,5890865,5892626,-,protein_coding,uncharacterized protein
FGSG_01793,NC_026474.1,5893058,5894019,+,protein_coding,uncharacterized protein
FGSG_01794,NC_026474.1,5894616,5895686,+,protein_coding,uncharacterized protein
FGSG_01795,NC_026474.1,5896054,5898459,-,protein_coding,uncharacterized protein
FGSG_01796,NC_026474.1,5898801,5899493,+,protein_coding,uncharacterized protein
FGSG_01797,NC_026474.1,5899878,5901320,-,protein_coding,uncharacterized protein
FGSG_01798,NC_026474.1,5901881,5902658,-,protein_coding,uncharacterized protein
FGSG_01799,NC_026474.1,5904091,5910980,+,protein_coding,uncharacterized protein
FGSG_01800,NC_026474.1,5911508,5913794,-,protein_coding,uncharacterized protein
FGSG_01801,NC_026474.1,5914242,5915633,-,protein_coding,uncharacterized protein
FGSG_01802,NC_026474.1,5917046,5918619,+,protein_coding,uncharacterized protein
FGSG_01803,NC_026474.1,5918881,5921209,-,protein_coding,alpha-galactosidase C precursor
FGSG_12013,NC_026474.1,5922260,5922649,-,protein_coding,uncharacterized protein
FGSG_01805,NC_026474.1,5923316,5925182,-,protein_coding,uncharacterized protein
FGSG_01806,NC_026474.1,5927145,5928353,+,protein_coding,uncharacterized protein
FGSG_01807,NC_026474.1,5928452,5929915,-,protein_coding,uncharacterized protein
FGSG_01808,NC_026474.1,5930756,5932921,+,protein_coding,uncharacterized protein
FGSG_01809,NC_026474.1,5933009,5934130,-,protein_coding,uncharacterized protein
FGSG_01810,NC_026474.1,5934521,5935663,+,protein_coding,uncharacterized protein
FGSG_01811,NC_026474.1,5936271,5937233,+,protein_coding,uncharacterized protein
FGSG_01812,NC_026474.1,5937591,5939240,-,protein_coding,uncharacterized protein
FGSG_01813,NC_026474.1,5939645,5940625,+,protein_coding,uncharacterized protein
FGSG_01814,NC_026474.1,5941273,5942955,+,protein_coding,uncharacterized protein
FGSG_01815,NC_026474.1,5942995,5943927,-,protein_coding,uncharacterized protein
FGSG_01816,NC_026474.1,5944556,5945401,+,protein_coding,uncharacterized protein
FGSG_01817,NC_026474.1,5945524,5947231,-,protein_coding,uncharacterized protein
FGSG_01818,NC_026474.1,5948579,5949831,-,protein_coding,uncharacterized protein
FGSG_01819,NC_026474.1,5950581,5953151,-,protein_coding,uncharacterized protein
FGSG_01820,NC_026474.1,5954205,5955345,-,protein_coding,uncharacterized protein
FGSG_12014,NC_026474.1,5957271,5958369,+,protein_coding,uncharacterized protein
FGSG_12015,NC_026474.1,5958734,5959158,+,protein_coding,uncharacterized protein
FGSG_01822,NC_026474.1,5960729,5961592,+,protein_coding,uncharacterized protein
FGSG_01823,NC_026474.1,5962185,5963500,+,protein_coding,uncharacterized protein
FGSG_01824,NC_026474.1,5964701,5965906,+,protein_coding,uncharacterized protein
FGSG_12016,NC_026474.1,5967215,5967706,+,protein_coding,uncharacterized protein
FGSG_01825,NC_026474.1,5968300,5968896,-,protein_coding,uncharacterized protein
FGSG_01826,NC_026474.1,5970158,5971767,+,protein_coding,methylmalonate-semialdehyde dehydrogenase
FGSG_01827,NC_026474.1,5972302,5975112,+,protein_coding,uncharacterized protein
FGSG_01828,NC_026474.1,5975858,5976796,+,protein_coding,uncharacterized protein
FGSG_01829,NC_026474.1,5978195,5979451,+,protein_coding,uncharacterized protein
FGSG_01830,NC_026474.1,5979716,5980432,+,protein_coding,uncharacterized protein
FGSG_01831,NC_026474.1,5980771,5981361,-,protein_coding,uncharacterized protein
FGSG_01832,NC_026474.1,5983587,5984547,-,protein_coding,uncharacterized protein
FGSG_01833,NC_026474.1,5985578,5986760,+,protein_coding,uncharacterized protein
FGSG_01834,NC_026474.1,5986893,5987804,-,protein_coding,uncharacterized protein
FGSG_12017,NC_026474.1,5988547,5990511,+,protein_coding,uncharacterized protein
FGSG_12018,NC_026474.1,5991491,5992546,+,protein_coding,uncharacterized protein
FGSG_01836,NC_026474.1,5992704,5995638,-,protein_coding,uncharacterized protein
FGSG_01837,NC_026474.1,5996377,5997021,-,protein_coding,uncharacterized protein
FGSG_12019,NC_026474.1,5997637,5998273,-,protein_coding,uncharacterized protein
FGSG_01838,NC_026474.1,6006676,6008165,+,protein_coding,uncharacterized protein
FGSG_01839,NC_026474.1,6012526,6014184,-,protein_coding,DNA primase large subunit
FGSG_01840,NC_026474.1,6017400,6018171,+,protein_coding,uncharacterized protein
FGSG_01841,NC_026474.1,6021726,6022526,+,protein_coding,uncharacterized protein
FGSG_20537,NC_026474.1,6023306,6023395,+,tRNA,tRNA-Glu
FGSG_12020,NC_026474.1,6024579,6025358,-,protein_coding,uncharacterized protein
FGSG_01842,NC_026474.1,6027624,6030467,+,protein_coding,uncharacterized protein
FGSG_01843,NC_026474.1,6035676,6036599,+,protein_coding,uncharacterized protein
FGSG_01844,NC_026474.1,6037460,6038917,+,protein_coding,uncharacterized protein
FGSG_12021,NC_026474.1,6039620,6043728,-,protein_coding,uncharacterized protein
FGSG_01845,NC_026474.1,6049940,6051184,-,protein_coding,uncharacterized protein
FGSG_01846,NC_026474.1,6052729,6054546,+,protein_coding,uncharacterized protein
FGSG_01847,NC_026474.1,6055572,6061952,-,protein_coding,uncharacterized protein
FGSG_01848,NC_026474.1,6064306,6065727,-,protein_coding,uncharacterized protein
FGSG_01849,NC_026474.1,6070666,6071833,+,protein_coding,uncharacterized protein
FGSG_01850,NC_026474.1,6077898,6079859,+,protein_coding,uncharacterized protein
FGSG_01851,NC_026474.1,6081714,6083302,+,protein_coding,uncharacterized protein
FGSG_01852,NC_026474.1,6084958,6086610,+,protein_coding,uncharacterized protein
FGSG_01853,NC_026474.1,6089052,6091182,-,protein_coding,uncharacterized protein
FGSG_01854,NC_026474.1,6104764,6107722,-,protein_coding,uncharacterized protein
FGSG_01855,NC_026474.1,6109396,6110459,-,protein_coding,uncharacterized protein
FGSG_01856,NC_026474.1,6110828,6112246,+,protein_coding,uncharacterized protein
FGSG_01857,NC_026474.1,6112232,6113505,-,protein_coding,uncharacterized protein
FGSG_12022,NC_026474.1,6115071,6115556,-,protein_coding,uncharacterized protein
FGSG_01858,NC_026474.1,6119064,6119850,+,protein_coding,uncharacterized protein
