XM_011317260.1	FGSG_11579
XM_011321743.1	FGSG_08693
XM_011321744.1	FGSG_08692
XM_011321745.1	FGSG_08691
XM_011321746.1	FGSG_08690
XM_011321747.1	FGSG_08689
XM_011321748.1	FGSG_08688
XM_011321749.1	FGSG_08687
XM_011321750.1	FGSG_08686
XM_011321751.1	FGSG_08685
XM_011321752.1	FGSG_08684
XM_011321753.1	FGSG_13318
XM_011321754.1	FGSG_13319
XM_011321755.1	FGSG_08682
unassigned_transcript_79	FGSG_20700
XM_011321756.1	FGSG_08681
XM_011321757.1	FGSG_08680
XM_011321758.1	FGSG_08679
XM_011321759.1	FGSG_08678
XM_011321760.1	FGSG_08677
XM_011321761.1	FGSG_08676
XM_011321762.1	FGSG_13320
XM_011321763.1	FGSG_08675
XM_011321764.1	FGSG_08674
XM_011321765.1	FGSG_08673
XM_011321766.1	FGSG_08672
XM_011321767.1	FGSG_13321
XM_011321768.1	FGSG_13322
XM_011321769.1	FGSG_08670
XM_011321770.1	FGSG_08669
XM_011321771.1	FGSG_08668
XM_011321772.1	FGSG_08667
XM_011321773.1	FGSG_08666
XM_011321774.1	FGSG_08664
XM_011321775.1	FGSG_08663
XM_011321776.1	FGSG_13323
XM_011321777.1	FGSG_13324
XM_011321778.1	FGSG_08662
XM_011321779.1	FGSG_08661
XM_011321780.1	FGSG_08660
XM_011321781.1	FGSG_08659
XM_011321782.1	FGSG_08658
XM_011321783.1	FGSG_08657
XM_011321784.1	FGSG_08656
XM_011321785.1	FGSG_08655
XM_011321786.1	FGSG_08654
XM_011321787.1	FGSG_08653
XM_011321788.1	FGSG_08652
XM_011321789.1	FGSG_08651
XM_011321790.1	FGSG_08650
XM_011321791.1	FGSG_08649
XM_011321792.1	FGSG_08648
XM_011321793.1	FGSG_08647
XM_011321794.1	FGSG_08646
XM_011321795.1	FGSG_08645
XM_011321796.1	FGSG_08644
XM_011321797.1	FGSG_08643
XM_011321798.1	FGSG_13325
XM_011321799.1	FGSG_08641
XM_011321800.1	FGSG_08640
XM_011321801.1	FGSG_08639
XM_011321802.1	FGSG_08638
XM_011321803.1	FGSG_08637
XM_011321804.1	FGSG_13326
XM_011321805.1	FGSG_08636
XM_011321806.1	FGSG_08635
XM_011321807.1	FGSG_08634
XM_011321808.1	FGSG_13327
XM_011321809.1	FGSG_08633
XM_011321810.1	FGSG_08632
XM_011321811.1	FGSG_08631
XM_011321812.1	FGSG_08630
XM_011321813.1	FGSG_13328
XM_011321814.1	FGSG_08628
XM_011321815.1	FGSG_08627
XM_011321816.1	FGSG_08626
gnl|WGS:AACM|mrna_FGSG_13329T0	FGSG_13329
XM_011321817.1	FGSG_08625
XM_011321818.1	FGSG_08624
XM_011321819.1	FGSG_08623
XM_011321820.1	FGSG_08622
XM_011321821.1	FGSG_08621
XM_011321822.1	FGSG_08620
XM_011321823.1	FGSG_08619
XM_011321824.1	FGSG_08618
XM_011321825.1	FGSG_13330
XM_011321826.1	FGSG_08617
XM_011321827.1	FGSG_13331
XM_011321828.1	FGSG_08616
XM_011321829.1	FGSG_13332
XM_011321830.1	FGSG_08615
XM_011321831.1	FGSG_08614
XM_011321832.1	FGSG_08613
XM_011321833.1	FGSG_08612
unassigned_transcript_80	FGSG_20701
XM_011321834.1	FGSG_08611
XM_011321835.1	FGSG_08610
XM_011321836.1	FGSG_08609
unassigned_transcript_81	FGSG_20702
XM_011321837.1	FGSG_13333
XM_011321838.1	FGSG_13334
XM_011321839.1	FGSG_08608
XM_011321840.1	FGSG_08607
XM_011321841.1	FGSG_08606
XM_011321842.1	FGSG_08605
XM_011321843.1	FGSG_08604
XM_011321844.1	FGSG_08603
XM_011321845.1	FGSG_13335
XM_011321846.1	FGSG_08601
XM_011321847.1	FGSG_13336
XM_011321848.1	FGSG_13337
XM_011321849.1	FGSG_08599
XM_011321850.1	FGSG_08598
XM_011321851.1	FGSG_08597
XM_011321852.1	FGSG_08596
XM_011321853.1	FGSG_08595
XM_011321854.1	FGSG_08594
XM_011321855.1	FGSG_08593
XM_011321856.1	FGSG_08592
XM_011321857.1	FGSG_08591
XM_011321858.1	FGSG_08590
XM_011321859.1	FGSG_08589
XM_011321860.1	FGSG_08588
XM_011321861.1	FGSG_08587
XM_011321862.1	FGSG_08586
XM_011321863.1	FGSG_08585
XM_011321864.1	FGSG_08584
XM_011321865.1	FGSG_08583
XM_011321866.1	FGSG_08582
XM_011321867.1	FGSG_08581
XM_011321868.1	FGSG_08580
XM_011321869.1	FGSG_08579
XM_011321870.1	FGSG_08578
XM_011321871.1	FGSG_08577
XM_011321872.1	FGSG_08576
unassigned_transcript_82	FGSG_20703
XM_011321873.1	FGSG_08575
XM_011321874.1	FGSG_08574
XM_011321875.1	FGSG_08573
XM_011321876.1	FGSG_08572
XM_011321877.1	FGSG_08571
XM_011321878.1	FGSG_08570
XM_011321879.1	FGSG_08569
XM_011321880.1	FGSG_08568
XM_011321881.1	FGSG_08567
XM_011321882.1	FGSG_08566
XM_011321883.1	FGSG_13338
XM_011321884.1	FGSG_13339
XM_011321885.1	FGSG_08564
XM_011321886.1	FGSG_08563
XM_011321887.1	FGSG_13340
XM_011321888.1	FGSG_08562
XM_011321889.1	FGSG_08561
XM_011321890.1	FGSG_08560
XM_011321891.1	FGSG_13341
XM_011321892.1	FGSG_08559
XM_011321893.1	FGSG_08558
XM_011321894.1	FGSG_08557
XM_011321895.1	FGSG_08556
XM_011321896.1	FGSG_08555
XM_011321897.1	FGSG_08554
XM_011321898.1	FGSG_08553
XM_011321899.1	FGSG_08552
XM_011321900.1	FGSG_08551
XM_011321901.1	FGSG_08550
XM_011321902.1	FGSG_08549
XR_893000.1	FGSG_20046
XM_011321903.1	FGSG_08548
XM_011321904.1	FGSG_13342
XM_011321905.1	FGSG_13343
XM_011321906.1	FGSG_08547
XM_011321907.1	FGSG_08546
XM_011321908.1	FGSG_08545
XM_011321909.1	FGSG_08544
XM_011321910.1	FGSG_08543
XM_011321911.1	FGSG_08542
XM_011321912.1	FGSG_08541
XM_011321913.1	FGSG_08540
XM_011321914.1	FGSG_08539
unassigned_transcript_83	FGSG_20704
XM_011321915.1	FGSG_13344
XM_011321916.1	FGSG_08538
XM_011321917.1	FGSG_13345
XM_011321918.1	FGSG_13346
XM_011321919.1	FGSG_08537
XM_011321920.1	FGSG_08536
XM_011321921.1	FGSG_08535
XM_011321922.1	FGSG_08534
XM_011321923.1	FGSG_08533
XM_011321924.1	FGSG_08532
XM_011321925.1	FGSG_08531
XM_011321926.1	FGSG_08530
XM_011321927.1	FGSG_08529
XM_011321928.1	FGSG_08528
XM_011321929.1	FGSG_08527
XM_011321930.1	FGSG_08526
XM_011321931.1	FGSG_13347
XM_011321932.1	FGSG_13348
XM_011321933.1	FGSG_13349
XM_011321934.1	FGSG_13350
XM_011321935.1	FGSG_08523
XM_011321936.1	FGSG_08522
XM_011321937.1	FGSG_08521
XM_011321938.1	FGSG_08520
XM_011321939.1	FGSG_08519
XM_011321940.1	FGSG_08518
XM_011321941.1	FGSG_08517
XM_011321942.1	FGSG_08516
XM_011321943.1	FGSG_08515
XM_011321944.1	FGSG_08514
XM_011321945.1	FGSG_08513
XM_011321946.1	FGSG_08512
XM_011321947.1	FGSG_08511
XM_011321948.1	FGSG_08510
XM_011321949.1	FGSG_08509
XM_011321950.1	FGSG_08508
XM_011321951.1	FGSG_08507
XM_011321952.1	FGSG_08506
XM_011321953.1	FGSG_08505
XM_011321954.1	FGSG_08504
XM_011321955.1	FGSG_08503
XM_011321956.1	FGSG_08502
XM_011321957.1	FGSG_13351
XM_011321958.1	FGSG_08501
XM_011321959.1	FGSG_08500
XM_011321960.1	FGSG_08499
XM_011321961.1	FGSG_08498
XM_011321962.1	FGSG_13352
XM_011321963.1	FGSG_13353
XM_011321964.1	FGSG_08496
XM_011321965.1	FGSG_08495
XM_011321966.1	FGSG_08494
XM_011321967.1	FGSG_08493
XM_011321968.1	FGSG_08492
XM_011321969.1	FGSG_08491
XM_011321970.1	FGSG_08490
XM_011321971.1	FGSG_08489
XM_011321972.1	FGSG_13354
XM_011321973.1	FGSG_13355
XM_011321974.1	FGSG_08487
XM_011321975.1	FGSG_08486
XM_011321976.1	FGSG_08485
XM_011321977.1	FGSG_13356
XM_011321978.1	FGSG_08484
XM_011321979.1	FGSG_08483
XM_011321980.1	FGSG_08482
XM_011321981.1	FGSG_08481
XM_011321982.1	FGSG_08480
XM_011321983.1	FGSG_08479
XM_011321984.1	FGSG_08478
XM_011321985.1	FGSG_08477
XM_011321986.1	FGSG_08476
XM_011321987.1	FGSG_13357
XM_011321988.1	FGSG_13358
XM_011321989.1	FGSG_08474
XM_011321990.1	FGSG_08473
XM_011321991.1	FGSG_08472
XM_011321992.1	FGSG_08471
XM_011321993.1	FGSG_08470
XM_011321994.1	FGSG_08469
unassigned_transcript_84	FGSG_20705
XM_011321995.1	FGSG_08468
XM_011321996.1	FGSG_08467
XM_011321997.1	FGSG_08466
XM_011321998.1	FGSG_13359
XM_011321999.1	FGSG_13360
XM_011322000.1	FGSG_08465
XM_011322001.1	FGSG_08464
XM_011322002.1	FGSG_08463
unassigned_transcript_85	FGSG_20706
unassigned_transcript_86	FGSG_20707
XM_011322003.1	FGSG_08462
XM_011322004.1	FGSG_08461
XM_011322005.1	FGSG_08460
XM_011322006.1	FGSG_08459
XM_011322007.1	FGSG_13361
XM_011322008.1	FGSG_08458
XM_011322009.1	FGSG_08457
XM_011322010.1	FGSG_08456
XM_011322011.1	FGSG_08455
XM_011322012.1	FGSG_08454
XM_011322013.1	FGSG_08453
XM_011322014.1	FGSG_08452
XM_011322015.1	FGSG_08451
XM_011322016.1	FGSG_08450
XM_011322017.1	FGSG_08449
XM_011322018.1	FGSG_08448
XM_011322019.1	FGSG_08447
XM_011322020.1	FGSG_08446
XM_011322021.1	FGSG_08445
XM_011322022.1	FGSG_08444
XM_011322023.1	FGSG_08443
XM_011322024.1	FGSG_13362
XM_011322025.1	FGSG_08442
XM_011322026.1	FGSG_13363
XM_011322027.1	FGSG_13364
XM_011322028.1	FGSG_08440
XM_011322029.1	FGSG_08439
XM_011322030.1	FGSG_13365
XM_011322031.1	FGSG_13366
XM_011322032.1	FGSG_08437
XM_011322033.1	FGSG_13367
XM_011322034.1	FGSG_08436
XM_011322035.1	FGSG_08435
XM_011322036.1	FGSG_08434
XM_011322037.1	FGSG_13368
XM_011322038.1	FGSG_13369
XM_011322039.1	FGSG_13370
XM_011322040.1	FGSG_08432
XM_011322041.1	FGSG_08431
XM_011322042.1	FGSG_08430
XM_011322043.1	FGSG_08429
XM_011322044.1	FGSG_08428
XM_011322045.1	FGSG_08427
XM_011322046.1	FGSG_08426
XM_011322047.1	FGSG_08425
XM_011322048.1	FGSG_08424
XM_011322049.1	FGSG_08423
XM_011322050.1	FGSG_08422
XM_011322051.1	FGSG_08421
XM_011322052.1	FGSG_08420
XM_011322053.1	FGSG_08419
XM_011322054.1	FGSG_08418
XM_011322055.1	FGSG_08417
XM_011322056.1	FGSG_08416
XM_011322057.1	FGSG_13371
XM_011322058.1	FGSG_13372
XM_011322059.1	FGSG_08415
XM_011322060.1	FGSG_08414
XM_011322061.1	FGSG_08413
XM_011322062.1	FGSG_08412
XM_011322063.1	FGSG_08411
XM_011322064.1	FGSG_08410
XM_011322065.1	FGSG_08409
XM_011322066.1	FGSG_08408
XM_011322067.1	FGSG_08407
XM_011322068.1	FGSG_13373
XM_011322069.1	FGSG_08405
XM_011322070.1	FGSG_08404
XM_011322071.1	FGSG_08403
unassigned_transcript_87	FGSG_20708
XM_011322072.1	FGSG_08402
XM_011322073.1	FGSG_08401
XM_011322074.1	FGSG_08400
XM_011322075.1	FGSG_08399
XM_011322076.1	FGSG_08398
XM_011322077.1	FGSG_08397
XM_011322078.1	FGSG_08396
XM_011322079.1	FGSG_08395
XM_011322080.1	FGSG_08394
XM_011322081.1	FGSG_13374
XM_011322082.1	FGSG_08393
XM_011322083.1	FGSG_08392
XM_011322084.1	FGSG_08391
XM_011322085.1	FGSG_08390
XM_011322086.1	FGSG_08389
XM_011322087.1	FGSG_08388
XM_011322088.1	FGSG_08387
XM_011322089.1	FGSG_08386
XM_011322090.1	FGSG_08385
XM_011322091.1	FGSG_08384
XM_011322092.1	FGSG_08383
XM_011322093.1	FGSG_08382
XM_011322094.1	FGSG_08381
XM_011322095.1	FGSG_08380
XM_011322096.1	FGSG_08379
XM_011322097.1	FGSG_08378
XM_011322098.1	FGSG_08377
XM_011322099.1	FGSG_08376
XM_011322100.1	FGSG_08375
unassigned_transcript_88	FGSG_20709
unassigned_transcript_89	FGSG_20710
XM_011322101.1	FGSG_08374
XM_011322102.1	FGSG_08373
XM_011322103.1	FGSG_08372
XM_011322104.1	FGSG_08371
XM_011322105.1	FGSG_08370
XM_011322106.1	FGSG_08369
XM_011322107.1	FGSG_08368
XM_011322108.1	FGSG_08367
XM_011322109.1	FGSG_08365
XM_011322110.1	FGSG_08364
XM_011322111.1	FGSG_08363
XM_011322112.1	FGSG_08362
XM_011322113.1	FGSG_08361
XM_011322114.1	FGSG_13375
XM_011322115.1	FGSG_13376
XM_011322116.1	FGSG_13377
XM_011322117.1	FGSG_08360
XM_011322118.1	FGSG_13378
XM_011322119.1	FGSG_08359
XM_011322120.1	FGSG_08358
XM_011322121.1	FGSG_08357
XM_011322122.1	FGSG_13379
XM_011322123.1	FGSG_08356
XM_011322124.1	FGSG_13380
XM_011322125.1	FGSG_13381
XM_011322126.1	FGSG_08354
XM_011322127.1	FGSG_13382
XM_011322128.1	FGSG_08353
XM_011322129.1	FGSG_08352
XM_011322130.1	FGSG_08351
XM_011322131.1	FGSG_08350
XM_011322132.1	FGSG_08349
XM_011322133.1	FGSG_08348
XM_011322134.1	FGSG_13383
XM_011322135.1	FGSG_08347
XM_011322136.1	FGSG_13384
unassigned_transcript_90	FGSG_20711
unassigned_transcript_91	FGSG_20712
XM_011322137.1	FGSG_08346
XM_011322138.1	FGSG_13385
XM_011322139.1	FGSG_13386
XM_011322140.1	FGSG_08344
XM_011322141.1	FGSG_13387
XM_011322142.1	FGSG_08343
XM_011322143.1	FGSG_08342
XM_011322144.1	FGSG_08341
XM_011322145.1	FGSG_13388
XM_011322146.1	FGSG_13389
XM_011322147.1	FGSG_08339
XM_011322148.1	FGSG_13390
XM_011322149.1	FGSG_08338
XM_011322150.1	FGSG_08337
XM_011322151.1	FGSG_08336
XM_011322152.1	FGSG_08335
XM_011322153.1	FGSG_08334
XM_011322154.1	FGSG_08333
XM_011322155.1	FGSG_08332
XM_011322156.1	FGSG_08331
XM_011322157.1	FGSG_08330
XM_011322158.1	FGSG_08329
XM_011322159.1	FGSG_08328
XM_011322160.1	FGSG_08327
XM_011322161.1	FGSG_13391
XM_011322162.1	FGSG_08325
XM_011322163.1	FGSG_13392
XM_011322164.1	FGSG_08324
XM_011322165.1	FGSG_08323
XM_011322166.1	FGSG_08322
XM_011322167.1	FGSG_08321
XM_011322168.1	FGSG_08320
XM_011322169.1	FGSG_13393
XM_011322170.1	FGSG_13394
XM_011322171.1	FGSG_08318
XM_011322172.1	FGSG_08317
XM_011322173.1	FGSG_08316
XM_011322174.1	FGSG_08315
XM_011322175.1	FGSG_08314
XM_011322176.1	FGSG_08313
XM_011322177.1	FGSG_08312
XM_011322178.1	FGSG_08311
XM_011322179.1	FGSG_08310
XM_011322180.1	FGSG_08309
XM_011322181.1	FGSG_08308
XM_011322182.1	FGSG_08307
XM_011322183.1	FGSG_08306
XM_011322184.1	FGSG_08305
XM_011322185.1	FGSG_13395
XM_011322186.1	FGSG_08304
XM_011322187.1	FGSG_08303
XM_011322188.1	FGSG_08302
XM_011322189.1	FGSG_08301
XM_011322190.1	FGSG_13396
XM_011322191.1	FGSG_13397
XM_011322192.1	FGSG_08299
XM_011322193.1	FGSG_08298
XM_011322194.1	FGSG_08297
XM_011322195.1	FGSG_08296
XM_011322196.1	FGSG_08295
XM_011322197.1	FGSG_08294
XM_011322198.1	FGSG_08293
XM_011322199.1	FGSG_08292
XM_011322200.1	FGSG_08291
XM_011322201.1	FGSG_08290
XM_011322202.1	FGSG_08289
unassigned_transcript_92	FGSG_20713
XM_011322203.1	FGSG_08288
XM_011322204.1	FGSG_13398
XM_011322205.1	FGSG_13399
XM_011322206.1	FGSG_08286
XM_011322207.1	FGSG_08285
XM_011322208.1	FGSG_13400
XM_011322209.1	FGSG_08284
XM_011322210.1	FGSG_08283
XM_011322211.1	FGSG_08282
unassigned_transcript_93	FGSG_20714
XM_011322212.1	FGSG_08281
XM_011322213.1	FGSG_08280
XM_011322214.1	FGSG_08279
XM_011322215.1	FGSG_08278
XM_011322216.1	FGSG_08277
XM_011322217.1	FGSG_08276
XM_011322218.1	FGSG_13401
XM_011322219.1	FGSG_13402
XM_011322220.1	FGSG_08275
XM_011322221.1	FGSG_08274
XM_011322222.1	FGSG_08273
XM_011322223.1	FGSG_08272
XM_011322224.1	FGSG_13403
XM_011322225.1	FGSG_13404
XM_011322226.1	FGSG_13405
XM_011322227.1	FGSG_08270
XM_011322228.1	FGSG_08269
XM_011322229.1	FGSG_13406
XM_011322230.1	FGSG_08268
XM_011322231.1	FGSG_08267
XM_011322232.1	FGSG_08266
XM_011322233.1	FGSG_08265
XM_011322234.1	FGSG_08264
XM_011322235.1	FGSG_08263
XM_011322236.1	FGSG_08262
XM_011322237.1	FGSG_08261
XM_011322238.1	FGSG_13407
XM_011322239.1	FGSG_13408
XM_011322240.1	FGSG_13409
XM_011322241.1	FGSG_13410
XM_011322242.1	FGSG_08258
XM_011322243.1	FGSG_08257
XM_011322244.1	FGSG_08256
XM_011322245.1	FGSG_08255
XM_011322246.1	FGSG_08254
XM_011322247.1	FGSG_08253
XM_011322248.1	FGSG_08252
XM_011322249.1	FGSG_08251
XM_011322250.1	FGSG_08250
XM_011322251.1	FGSG_08249
XM_011322252.1	FGSG_08248
XM_011322253.1	FGSG_08247
XM_011322254.1	FGSG_13411
XM_011322255.1	FGSG_08246
XM_011322256.1	FGSG_08245
XM_011322257.1	FGSG_08244
XM_011322258.1	FGSG_08243
XM_011322259.1	FGSG_08242
XM_011322260.1	FGSG_13412
XM_011322261.1	FGSG_13413
XM_011322262.1	FGSG_13414
XM_011322263.1	FGSG_08240
XM_011322264.1	FGSG_08239
XM_011322265.1	FGSG_13415
XM_011322266.1	FGSG_08238
XM_011322267.1	FGSG_08237
XM_011322268.1	FGSG_08236
XM_011322269.1	FGSG_08235
XM_011322270.1	FGSG_13416
XM_011322271.1	FGSG_13417
XM_011322272.1	FGSG_08233
XM_011322273.1	FGSG_08232
XM_011322274.1	FGSG_08231
XM_011322275.1	FGSG_08230
XM_011322276.1	FGSG_08229
XM_011322277.1	FGSG_08228
XM_011322278.1	FGSG_08227
XM_011322279.1	FGSG_08226
XM_011322280.1	FGSG_13418
XM_011322281.1	FGSG_13419
XM_011322282.1	FGSG_08224
XM_011322283.1	FGSG_08223
XM_011322284.1	FGSG_08222
XM_011322285.1	FGSG_08221
XM_011322286.1	FGSG_08220
XM_011322287.1	FGSG_13420
XM_011322288.1	FGSG_08217
XM_011322289.1	FGSG_08216
XM_011322290.1	FGSG_08215
XM_011322291.1	FGSG_08214
XM_011322292.1	FGSG_08213
XM_011322293.1	FGSG_13421
XM_011322294.1	FGSG_08211
XM_011322295.1	FGSG_08210
XM_011322296.1	FGSG_08209
XM_011322297.1	FGSG_08208
XM_011322298.1	FGSG_08207
XM_011322299.1	FGSG_08206
XM_011322300.1	FGSG_08205
XM_011322301.1	FGSG_08204
XM_011322302.1	FGSG_08203
XM_011322303.1	FGSG_13422
XM_011322304.1	FGSG_13423
XM_011322305.1	FGSG_08201
XM_011322306.1	FGSG_08200
XM_011322307.1	FGSG_08199
XM_011322308.1	FGSG_08198
XM_011322309.1	FGSG_13424
XM_011322310.1	FGSG_13425
XM_011322311.1	FGSG_08197
XM_011322312.1	FGSG_08196
XM_011322313.1	FGSG_13426
XM_011322314.1	FGSG_13427
XM_011322315.1	FGSG_08194
XM_011322316.1	FGSG_08193
XM_011322317.1	FGSG_08192
XM_011322318.1	FGSG_08191
XM_011322319.1	FGSG_08190
XM_011322320.1	FGSG_13428
XM_011322321.1	FGSG_13429
XM_011322322.1	FGSG_08188
XM_011322323.1	FGSG_08187
XM_011322324.1	FGSG_08186
XM_011322325.1	FGSG_08185
XM_011322326.1	FGSG_08184
XM_011322327.1	FGSG_08183
XM_011322328.1	FGSG_08182
XM_011322329.1	FGSG_08181
XM_011322330.1	FGSG_08180
XM_011322331.1	FGSG_08179
XM_011322332.1	FGSG_08178
XM_011322333.1	FGSG_08177
XM_011322334.1	FGSG_08176
XM_011322335.1	FGSG_08175
XM_011322336.1	FGSG_08174
XM_011322337.1	FGSG_08173
XM_011322338.1	FGSG_08172
XM_011322339.1	FGSG_08171
unassigned_transcript_94	FGSG_20715
XM_011322340.1	FGSG_08170
XM_011322341.1	FGSG_08169
XM_011322342.1	FGSG_08168
XM_011322343.1	FGSG_08167
XM_011322344.1	FGSG_08166
XM_011322345.1	FGSG_08165
XM_011322346.1	FGSG_08164
XM_011322347.1	FGSG_08163
XM_011322348.1	FGSG_13430
XM_011322349.1	FGSG_13431
XM_011322350.1	FGSG_08161
XM_011322351.1	FGSG_08160
XM_011322352.1	FGSG_08159
XM_011322353.1	FGSG_08158
XM_011322354.1	FGSG_08157
XM_011322355.1	FGSG_08156
unassigned_transcript_95	FGSG_20716
XM_011322356.1	FGSG_08155
XM_011322357.1	FGSG_08154
XM_011322358.1	FGSG_08153
XM_011322359.1	FGSG_08152
XM_011322360.1	FGSG_08151
XM_011322361.1	FGSG_08150
XM_011322362.1	FGSG_08149
XM_011322363.1	FGSG_08148
XM_011322364.1	FGSG_08147
XM_011322365.1	FGSG_08146
XM_011322366.1	FGSG_08145
XM_011322367.1	FGSG_08144
XM_011322368.1	FGSG_13432
XM_011322369.1	FGSG_13433
XM_011322370.1	FGSG_08142
XM_011322371.1	FGSG_08141
XM_011322372.1	FGSG_08140
XM_011322373.1	FGSG_08139
XM_011322374.1	FGSG_08138
XM_011322375.1	FGSG_08137
XM_011322376.1	FGSG_08136
XM_011322377.1	FGSG_08135
XM_011322378.1	FGSG_13434
XM_011322379.1	FGSG_08134
XM_011322380.1	FGSG_08133
XM_011322381.1	FGSG_13435
XM_011322382.1	FGSG_13436
XM_011322383.1	FGSG_08131
XM_011322384.1	FGSG_08130
XM_011322385.1	FGSG_08129
XM_011322386.1	FGSG_08128
XM_011322387.1	FGSG_08127
XM_011322388.1	FGSG_08126
XM_011322389.1	FGSG_13437
XM_011322390.1	FGSG_13438
XM_011322391.1	FGSG_13439
XM_011322392.1	FGSG_08125
XM_011322393.1	FGSG_08123
XM_011322394.1	FGSG_08122
XM_011322395.1	FGSG_08121
XM_011322396.1	FGSG_08120
XM_011322397.1	FGSG_08119
XM_011322398.1	FGSG_08118
XM_011322399.1	FGSG_08117
XM_011322400.1	FGSG_08116
XM_011322401.1	FGSG_08115
XM_011322402.1	FGSG_08114
XM_011322403.1	FGSG_08113
XM_011322404.1	FGSG_13440
XM_011322405.1	FGSG_08112
XM_011322406.1	FGSG_08111
XM_011322407.1	FGSG_08110
XM_011322408.1	FGSG_08109
XM_011322409.1	FGSG_08108
XM_011322410.1	FGSG_08107
XM_011322411.1	FGSG_08106
XM_011322412.1	FGSG_08105
XM_011322413.1	FGSG_08104
XM_011322414.1	FGSG_08103
XM_011322415.1	FGSG_08102
XM_011322416.1	FGSG_08101
XM_011322417.1	FGSG_13441
XM_011322418.1	FGSG_08100
XM_011322419.1	FGSG_08099
XM_011322420.1	FGSG_08098
XM_011322421.1	FGSG_08097
XM_011322422.1	FGSG_08096
XM_011322423.1	FGSG_08095
XM_011322424.1	FGSG_08094
XM_011322425.1	FGSG_08093
XM_011322426.1	FGSG_08092
XM_011322427.1	FGSG_08091
XM_011322428.1	FGSG_08090
XM_011322429.1	FGSG_08089
XM_011322430.1	FGSG_13442
XM_011322431.1	FGSG_13443
XM_011322432.1	FGSG_08087
XM_011322433.1	FGSG_13444
XM_011322434.1	FGSG_13445
XM_011322435.1	FGSG_08085
XM_011322436.1	FGSG_08084
XM_011322437.1	FGSG_08083
XM_011322438.1	FGSG_08082
XM_011322439.1	FGSG_08081
XM_011322440.1	FGSG_08080
XM_011322441.1	FGSG_08079
XM_011322442.1	FGSG_08078
XM_011322443.1	FGSG_08077
XM_011322444.1	FGSG_08076
XM_011322445.1	FGSG_08075
XM_011322446.1	FGSG_08074
XM_011322447.1	FGSG_08073
XM_011322448.1	FGSG_08072
XM_011322449.1	FGSG_08071
XM_011322450.1	FGSG_08070
XM_011322451.1	FGSG_13446
XM_011322452.1	FGSG_08069
XM_011322453.1	FGSG_08068
XM_011322454.1	FGSG_08067
XM_011322455.1	FGSG_08066
XM_011322456.1	FGSG_08065
XM_011322457.1	FGSG_08064
XM_011322458.1	FGSG_08063
XM_011322459.1	FGSG_08062
XM_011322460.1	FGSG_08061
XM_011322461.1	FGSG_08060
XM_011322462.1	FGSG_08059
XM_011322463.1	FGSG_08058
XM_011322464.1	FGSG_08057
XM_011322465.1	FGSG_08056
XM_011322466.1	FGSG_13447
XM_011322467.1	FGSG_08055
XM_011322468.1	FGSG_08054
XM_011322469.1	FGSG_08053
XM_011322470.1	FGSG_08052
XM_011322471.1	FGSG_13448
XM_011322472.1	FGSG_08050
XM_011322473.1	FGSG_08049
XM_011322474.1	FGSG_08048
XM_011322475.1	FGSG_08047
XM_011322476.1	FGSG_08046
XM_011322477.1	FGSG_08045
XM_011322478.1	FGSG_08044
XM_011322479.1	FGSG_08043
XM_011322480.1	FGSG_08042
XM_011322481.1	FGSG_08041
unassigned_transcript_96	FGSG_20717
XM_011322482.1	FGSG_08040
XM_011322483.1	FGSG_08039
XM_011322484.1	FGSG_08038
XM_011322485.1	FGSG_08037
XM_011322486.1	FGSG_08036
XM_011322487.1	FGSG_08035
XM_011322488.1	FGSG_08034
XM_011322489.1	FGSG_08033
XM_011322490.1	FGSG_08032
XM_011322491.1	FGSG_13449
XM_011322492.1	FGSG_08031
XM_011322493.1	FGSG_08030
XM_011322494.1	FGSG_13450
XM_011322495.1	FGSG_13451
XM_011322496.1	FGSG_08028
XM_011322497.1	FGSG_08027
XM_011322498.1	FGSG_13452
XM_011322499.1	FGSG_13453
XM_011322500.1	FGSG_08026
XM_011322501.1	FGSG_13454
XM_011322502.1	FGSG_08025
XM_011322503.1	FGSG_08024
XM_011322504.1	FGSG_08023
XM_011322505.1	FGSG_08022
XM_011322506.1	FGSG_08021
XM_011322507.1	FGSG_08020
XM_011322508.1	FGSG_08019
XM_011322509.1	FGSG_13455
XM_011322510.1	FGSG_13456
XM_011322511.1	FGSG_08017
XM_011322512.1	FGSG_13457
XM_011322513.1	FGSG_08016
XM_011322514.1	FGSG_08015
XM_011322515.1	FGSG_08014
XM_011322516.1	FGSG_08013
XM_011322517.1	FGSG_08012
XM_011322518.1	FGSG_08011
XM_011322519.1	FGSG_08010
XM_011322520.1	FGSG_08009
XM_011322521.1	FGSG_13458
XM_011322522.1	FGSG_13459
XM_011322523.1	FGSG_08007
XM_011322524.1	FGSG_08006
XM_011322525.1	FGSG_13460
XM_011322526.1	FGSG_08005
XM_011322527.1	FGSG_08004
XM_011322528.1	FGSG_08003
XM_011322529.1	FGSG_08002
XM_011322530.1	FGSG_08001
XM_011322531.1	FGSG_08000
XM_011322532.1	FGSG_07999
XM_011322533.1	FGSG_07998
XM_011322534.1	FGSG_07997
XM_011322535.1	FGSG_07996
XM_011322536.1	FGSG_07995
XM_011322537.1	FGSG_13461
XM_011322538.1	FGSG_13462
XM_011322539.1	FGSG_07993
XM_011322540.1	FGSG_13463
XM_011322541.1	FGSG_07992
